action_type,user_role,data_sensitivity,task_alignment,request_frequency,time_of_day,is_anomalous,privilege_level,risk_score,decision
code_exec,user,1,0.569,1,14,0,1,0.3329,allow
db_read,developer,0,0.698,24,3,0,2,0.1387,allow
db_read,user,2,0.598,10,21,0,1,0.3354,allow
api_call,user,2,0.948,35,13,0,1,0.2921,allow
db_read,developer,0,0.373,6,9,0,2,0.1737,allow
db_read,developer,0,0.604,48,6,1,2,0.3723,escalate
web_search,admin,2,0.396,20,17,0,3,0.1984,allow
file_read,user,0,0.347,38,19,0,1,0.2206,allow
api_call,developer,3,0.642,12,14,0,2,0.3649,escalate
email_send,developer,1,0.797,3,7,0,2,0.1973,allow
web_search,admin,0,0.706,55,8,1,3,0.2955,allow
api_call,user,0,0.635,18,4,0,1,0.1597,allow
db_read,developer,0,0.855,21,5,0,2,0.1023,allow
file_write,developer,0,0.87,35,11,0,2,0.1377,allow
file_write,user,0,0.911,37,6,0,1,0.1661,allow
api_call,user,1,0.799,19,6,0,1,0.0793,allow
api_call,user,0,0.684,25,14,0,1,0.1615,allow
db_read,developer,1,0.448,56,18,1,2,0.5254,escalate
file_read,admin,1,0.956,18,12,0,3,0.0821,allow
email_send,developer,0,0.824,40,17,0,2,0.1702,allow
email_send,developer,0,0.902,30,9,0,2,0.1379,allow
db_read,user,0,0.772,56,7,1,1,0.4106,escalate
code_exec,guest,0,0.877,42,10,0,0,0.2896,allow
api_call,user,2,0.477,51,7,1,1,0.6129,escalate
web_search,user,0,0.856,42,7,0,1,0.1105,allow
db_read,user,2,0.746,53,14,1,1,0.5775,escalate
file_read,user,1,0.771,34,1,0,1,0.2125,allow
web_search,user,1,0.841,10,19,0,1,0.1435,allow
web_search,user,1,0.677,22,21,0,1,0.0594,allow
web_search,user,2,0.846,50,23,1,1,0.5152,escalate
db_read,user,0,0.58,4,12,0,1,0.1623,allow
db_read,guest,0,0.689,3,17,0,0,0.1722,allow
api_call,admin,1,0.462,49,11,1,3,0.4626,escalate
web_search,admin,0,0.591,56,7,1,3,0.3201,allow
web_search,developer,1,0.663,56,16,1,2,0.4224,escalate
file_read,guest,1,0.918,49,5,1,0,0.4414,escalate
file_read,developer,1,0.595,28,15,0,2,0.2043,allow
api_call,developer,1,0.557,22,23,0,2,0.2319,allow
web_search,developer,1,0.771,12,23,0,2,0.1275,allow
email_send,guest,2,0.499,49,22,1,0,0.6835,deny
file_read,developer,2,0.494,13,22,0,2,0.2829,allow
db_read,developer,1,0.867,41,13,0,2,0.2166,allow
api_call,developer,2,0.703,33,9,0,2,0.3044,allow
email_send,developer,3,0.892,47,1,1,2,0.6183,escalate
web_search,user,1,0.54,19,12,0,1,0.2187,allow
web_search,user,1,0.707,41,0,0,1,0.2219,allow
api_call,guest,2,0.722,17,17,0,0,0.3406,allow
api_call,developer,1,0.709,47,13,1,2,0.4432,escalate
file_write,guest,0,0.827,34,2,0,0,0.2113,allow
file_read,user,3,0.716,4,14,0,1,0.3401,allow
web_search,user,0,0.973,39,8,0,1,0.0821,allow
web_search,user,2,0.817,8,12,0,1,0.2283,allow
email_send,guest,2,0.794,33,22,0,0,0.3979,escalate
email_send,developer,3,0.497,1,4,0,2,0.4206,escalate
code_exec,developer,0,0.279,5,4,0,2,0.2809,allow
db_write,user,1,0.814,32,21,0,1,0.3505,escalate
web_search,guest,1,0.828,40,1,0,0,0.1842,allow
web_search,guest,0,0.707,1,0,0,0,0.1053,allow
file_write,admin,0,0.765,35,16,0,3,0.1253,allow
api_call,user,1,0.834,22,18,0,1,0.2099,allow
file_read,user,1,0.347,29,16,0,1,0.2889,allow
email_send,guest,0,0.777,17,8,0,0,0.2079,allow
db_read,developer,1,0.716,30,9,0,2,0.2285,allow
file_write,admin,2,0.565,35,14,0,3,0.332,allow
db_read,developer,2,0.811,1,12,0,2,0.2445,allow
db_read,developer,3,0.781,4,20,0,2,0.3388,allow
api_call,guest,1,0.393,9,20,0,0,0.3097,allow
file_read,guest,3,0.496,45,16,0,0,0.4023,escalate
db_read,guest,3,0.773,32,22,0,0,0.4537,escalate
code_exec,user,0,0.698,5,6,0,1,0.2304,allow
db_write,guest,0,0.605,14,3,0,0,0.3123,allow
code_exec,user,1,0.609,51,2,1,1,0.6082,escalate
web_search,user,1,0.803,26,0,0,1,0.1777,allow
code_exec,admin,1,0.582,23,6,0,3,0.3003,allow
code_exec,developer,1,0.699,46,4,1,2,0.453,escalate
web_search,developer,2,0.753,22,16,0,2,0.2311,allow
api_call,developer,1,0.757,27,16,0,2,0.2003,allow
file_read,guest,0,0.743,25,14,0,0,0.1531,allow
file_read,developer,3,0.92,36,2,0,2,0.3193,allow
db_write,user,0,0.741,4,2,0,1,0.2351,allow
db_read,developer,3,0.743,32,1,0,2,0.3931,escalate
db_read,user,0,0.858,9,7,0,1,0.1151,allow
file_write,admin,3,0.639,2,12,0,3,0.3455,allow
file_read,user,0,0.879,42,23,0,1,0.1209,allow
file_read,user,0,0.735,50,5,1,1,0.363,escalate
api_call,admin,0,0.666,57,4,1,3,0.3518,escalate
db_read,guest,2,0.56,39,12,0,0,0.5131,escalate
api_call,developer,3,0.774,53,21,1,2,0.6069,escalate
api_call,developer,1,0.551,46,0,1,2,0.4731,escalate
web_search,developer,3,0.751,53,17,1,2,0.5665,escalate
api_call,admin,1,0.78,25,6,0,3,0.159,allow
code_exec,admin,1,0.629,47,16,1,3,0.5309,escalate
db_write,guest,2,0.677,10,7,0,0,0.4579,escalate
api_call,developer,0,0.829,37,18,0,2,0.1192,allow
db_read,developer,1,0.825,25,15,0,2,0.1983,allow
web_search,developer,3,0.904,40,13,0,2,0.3142,allow
web_search,guest,3,0.765,54,19,1,0,0.632,escalate
file_read,developer,3,0.915,53,22,1,2,0.5487,escalate
web_search,admin,3,0.835,29,9,0,3,0.2763,allow
code_exec,admin,0,0.71,37,22,0,3,0.2147,allow
file_write,user,2,0.81,5,1,0,1,0.1908,allow
api_call,guest,1,0.766,14,20,0,0,0.2435,allow
email_send,user,3,0.89,33,23,0,1,0.4287,escalate
code_exec,developer,1,0.823,27,15,0,2,0.2921,allow
api_call,developer,1,0.397,5,12,0,2,0.2356,allow
db_read,user,1,0.86,51,4,1,1,0.468,escalate
file_write,guest,0,0.841,54,17,1,0,0.4418,escalate
file_read,user,0,0.533,57,19,1,1,0.4151,escalate
file_read,user,3,0.677,44,10,0,1,0.4146,escalate
file_read,admin,2,0.594,15,4,0,3,0.2329,allow
file_read,developer,0,0.826,3,21,0,2,0.0331,allow
file_read,user,2,0.761,1,21,0,1,0.2428,allow
db_read,user,1,0.755,24,12,0,1,0.244,allow
file_write,guest,1,0.698,12,0,0,0,0.2837,allow
api_call,admin,0,0.664,45,5,0,3,0.1322,allow
web_search,user,3,0.824,14,10,0,1,0.3202,allow
api_call,user,2,0.478,57,9,1,1,0.6227,escalate
db_read,user,1,0.497,42,0,0,1,0.3256,allow
file_read,developer,1,0.736,20,15,0,2,0.1628,allow
file_write,developer,0,0.365,58,12,1,2,0.3489,allow
file_read,developer,1,0.817,14,20,0,2,0.1366,allow
file_read,user,0,0.951,14,15,0,1,0.0598,allow
file_write,user,0,0.464,45,14,0,1,0.2689,allow
file_read,guest,2,0.816,53,6,1,0,0.5518,escalate
file_read,developer,3,0.923,35,13,0,2,0.3171,allow
file_read,guest,1,0.764,56,23,1,0,0.4839,escalate
api_call,developer,0,0.708,19,10,0,2,0.1134,allow
file_write,admin,1,0.844,20,12,0,3,0.1679,allow
api_call,admin,3,0.438,42,4,0,3,0.4224,escalate
code_exec,user,2,0.832,44,17,0,1,0.4353,escalate
db_read,user,3,0.47,23,2,0,1,0.466,escalate
file_read,guest,1,0.711,34,11,0,0,0.2578,allow
db_write,developer,2,0.689,1,6,0,2,0.3739,escalate
db_read,developer,0,0.662,4,19,0,2,0.1126,allow
file_read,user,0,0.528,40,14,0,1,0.1877,allow
web_search,user,1,0.784,17,0,0,1,0.1665,allow
web_search,developer,1,0.546,26,18,0,2,0.1958,allow
file_read,admin,3,0.656,14,9,0,3,0.3021,allow
file_write,user,3,0.389,46,13,1,1,0.7355,deny
db_write,developer,0,0.778,51,14,1,2,0.4727,escalate
db_write,user,0,0.744,32,1,0,1,0.2812,allow
file_write,guest,1,0.455,36,16,0,0,0.3723,escalate
file_write,admin,0,0.596,20,9,0,3,0.1341,allow
api_call,developer,1,0.727,16,4,0,2,0.1879,allow
code_exec,developer,3,0.687,51,5,1,2,0.7259,deny
db_read,guest,3,0.973,19,5,0,0,0.3921,escalate
api_call,developer,2,0.812,45,5,0,2,0.247,allow
api_call,user,2,0.807,39,13,0,1,0.3269,allow
db_write,user,1,0.737,24,12,0,1,0.3526,escalate
file_read,user,0,0.79,14,12,0,1,0.092,allow
file_write,guest,1,0.558,29,9,0,0,0.3401,allow
db_read,developer,1,0.417,42,15,0,2,0.3083,allow
web_search,developer,2,0.89,14,6,0,2,0.1903,allow
code_exec,user,0,0.965,52,2,1,1,0.4553,escalate
code_exec,user,1,0.925,11,14,0,1,0.2783,allow
file_read,user,1,0.879,11,22,0,1,0.1525,allow
api_call,guest,3,0.352,47,4,1,0,0.7479,deny
code_exec,developer,1,0.802,40,7,0,2,0.3179,allow
file_write,developer,2,0.271,24,21,0,2,0.4058,escalate
file_write,guest,2,0.769,22,4,0,0,0.3695,escalate
api_call,guest,0,0.874,49,1,1,0,0.3969,escalate
file_read,developer,1,0.784,55,18,1,2,0.4115,escalate
api_call,developer,3,0.85,55,10,1,2,0.595,escalate
file_write,user,1,0.587,21,10,0,1,0.2876,allow
api_call,user,3,0.382,6,2,0,1,0.4403,escalate
file_read,developer,0,0.355,14,12,0,2,0.1457,allow
web_search,user,0,0.721,9,19,0,1,0.0825,allow
db_read,guest,3,0.641,35,18,0,0,0.4851,escalate
db_read,developer,2,0.811,44,22,0,2,0.3161,allow
db_write,developer,3,0.797,36,14,0,2,0.4939,escalate
code_exec,developer,2,0.682,25,5,0,2,0.4003,escalate
file_read,developer,3,0.529,15,12,0,2,0.3625,escalate
code_exec,developer,2,0.811,45,23,0,2,0.4078,escalate
db_read,user,2,0.541,58,17,1,1,0.6268,escalate
db_write,user,1,0.862,28,17,0,1,0.3343,allow
api_call,guest,1,0.547,50,0,1,0,0.5473,escalate
file_read,guest,3,0.838,14,20,0,0,0.3657,escalate
api_call,developer,1,0.841,13,22,0,2,0.1601,allow
api_call,admin,1,0.604,41,20,0,3,0.2209,allow
db_read,admin,1,0.737,31,10,0,3,0.1926,allow
code_exec,developer,1,0.876,5,15,0,2,0.2448,allow
api_call,user,1,0.808,19,0,0,1,0.2101,allow
email_send,guest,0,0.681,8,18,0,0,0.0943,allow
db_read,developer,3,0.803,13,7,0,2,0.3701,escalate
file_write,developer,1,0.558,41,18,0,2,0.2316,allow
file_read,developer,1,0.747,17,22,0,2,0.1556,allow
file_read,developer,0,0.666,32,15,0,2,0.1135,allow
file_write,developer,0,0.477,5,2,0,2,0.1663,allow
file_read,developer,0,0.886,9,1,0,2,0.0311,allow
file_write,guest,2,0.798,43,11,0,0,0.3987,escalate
api_call,developer,0,0.646,34,9,0,2,0.229,allow
file_read,admin,3,0.816,45,21,0,3,0.3218,allow
web_search,user,0,0.873,1,1,0,1,0.0387,allow
file_read,developer,0,0.337,40,20,0,2,0.1926,allow
code_exec,user,0,0.676,15,4,0,1,0.2515,allow
api_call,admin,0,0.939,54,4,1,3,0.2922,allow
email_send,guest,2,0.874,32,5,0,0,0.3802,escalate
file_read,developer,3,0.517,34,2,0,2,0.3966,escalate
api_call,user,1,0.91,35,9,0,1,0.2163,allow
email_send,developer,0,0.765,53,4,1,2,0.4037,escalate
web_search,user,0,0.619,49,23,1,1,0.3695,escalate
web_search,user,1,0.423,50,19,1,1,0.4937,escalate
file_write,user,3,0.792,59,4,1,1,0.6766,deny
file_read,admin,0,0.706,28,14,0,3,0.0655,allow
db_read,user,2,0.539,17,16,0,1,0.3589,escalate
web_search,guest,1,0.633,46,16,1,0,0.4784,escalate
code_exec,developer,0,0.619,11,23,0,2,0.2229,allow
code_exec,user,1,0.691,23,17,0,1,0.3451,allow
file_write,admin,0,0.317,55,9,1,3,0.4483,escalate
db_write,guest,2,0.852,26,22,0,0,0.4496,escalate
file_write,developer,0,0.911,46,6,1,2,0.3478,allow
api_call,user,2,0.765,5,10,0,1,0.2787,allow
api_call,user,0,0.851,26,13,0,1,0.1298,allow
code_exec,developer,3,0.335,6,8,0,2,0.5213,escalate
file_write,developer,0,0.571,51,16,1,2,0.4241,escalate
file_read,developer,3,0.78,43,1,0,2,0.359,escalate
db_read,user,2,0.694,34,16,0,1,0.3562,escalate
api_call,user,3,0.86,42,16,0,1,0.2851,allow
db_read,user,1,0.689,13,19,0,1,0.2389,allow
file_read,admin,2,0.479,25,23,0,3,0.2725,allow
code_exec,user,1,0.357,2,9,0,1,0.3769,escalate
code_exec,user,0,0.911,14,23,0,1,0.2028,allow
file_read,user,1,0.87,17,11,0,1,0.1643,allow
api_call,developer,0,0.487,41,11,0,2,0.1943,allow
file_read,user,3,0.744,40,14,0,1,0.3945,escalate
file_read,admin,0,0.765,40,8,0,3,0.0737,allow
email_send,user,1,0.535,39,17,0,1,0.343,allow
api_call,admin,1,0.623,25,15,0,3,0.1904,allow
db_write,guest,1,0.718,27,6,0,0,0.3947,escalate
file_write,developer,2,0.89,48,13,1,2,0.522,escalate
db_read,admin,0,0.906,51,3,1,3,0.3088,allow
db_write,user,1,0.929,24,2,0,1,0.3142,allow
db_read,admin,0,0.699,49,11,1,3,0.4846,escalate
api_call,user,3,0.642,33,15,0,1,0.3692,escalate
api_call,admin,2,0.771,27,3,0,3,0.2475,allow
api_call,developer,3,0.9,45,3,0,2,0.3683,escalate
web_search,user,0,0.909,31,2,0,1,0.0815,allow
web_search,user,0,0.426,48,8,1,1,0.4065,escalate
email_send,user,0,0.722,38,23,0,1,0.2206,allow
file_read,guest,0,0.46,15,13,0,0,0.193,allow
db_write,guest,0,0.835,44,11,0,0,0.3163,allow
web_search,guest,2,0.645,56,9,1,0,0.576,escalate
file_write,user,0,0.675,40,13,0,1,0.2183,allow
file_read,developer,1,0.841,58,11,1,2,0.4051,escalate
db_write,guest,3,0.368,1,11,0,0,0.5881,escalate
code_exec,guest,2,0.648,11,1,0,0,0.4504,escalate
web_search,developer,1,0.46,15,18,0,2,0.1947,allow
file_read,user,1,0.594,33,12,0,1,0.2462,allow
db_write,guest,1,0.833,57,9,1,0,0.6217,escalate
file_write,user,0,0.864,48,22,1,1,0.3939,escalate
file_read,admin,1,0.921,32,20,0,3,0.1125,allow
file_read,developer,1,0.766,25,0,0,2,0.1651,allow
web_search,user,3,0.791,39,0,0,1,0.3685,escalate
db_read,developer,2,0.596,33,7,0,2,0.3408,allow
code_exec,user,1,0.345,29,5,0,1,0.4243,escalate
api_call,developer,1,0.683,58,19,1,2,0.4667,escalate
web_search,developer,0,0.722,34,2,0,2,0.0906,allow
api_call,developer,2,0.678,8,12,0,2,0.2677,allow
web_search,user,1,0.807,56,11,1,1,0.4269,escalate
api_call,guest,0,0.736,11,19,0,0,0.1611,allow
api_call,user,0,0.58,13,15,0,1,0.1623,allow
api_call,admin,0,0.768,5,10,0,3,0.0447,allow
api_call,developer,2,0.818,50,23,1,2,0.5097,escalate
db_write,developer,0,0.823,19,3,0,2,0.2104,allow
code_exec,admin,1,0.772,21,7,0,3,0.2589,allow
file_write,user,1,0.844,3,6,0,1,0.2062,allow
web_search,developer,1,0.534,26,15,0,2,0.1982,allow
api_call,developer,3,0.69,33,11,0,2,0.3903,escalate
code_exec,admin,3,0.451,30,5,0,3,0.5048,escalate
web_search,admin,1,0.819,22,22,0,3,0.1012,allow
db_read,developer,0,0.82,5,5,0,2,0.0827,allow
file_read,user,1,0.766,19,10,0,1,0.1885,allow
web_search,developer,1,0.499,9,11,0,2,0.1769,allow
db_read,guest,1,0.773,58,15,1,0,0.5304,escalate
api_call,developer,2,0.822,24,21,0,2,0.2656,allow
file_read,admin,0,0.803,39,15,0,3,0.0644,allow
db_write,user,1,0.675,12,22,0,1,0.345,allow
db_read,developer,0,0.652,46,15,1,2,0.4531,escalate
code_exec,user,2,0.563,48,3,1,1,0.6957,deny
web_search,user,0,0.523,45,11,0,1,0.1821,allow
db_write,user,2,0.888,27,4,0,1,0.4107,escalate
file_read,developer,0,0.929,50,8,1,2,0.2909,allow
api_call,admin,1,0.46,42,17,0,3,0.2513,allow
file_write,admin,2,0.692,53,8,1,3,0.5366,escalate
db_write,user,0,0.829,21,15,0,1,0.2459,allow
file_read,admin,2,0.86,38,20,0,3,0.218,allow
code_exec,developer,1,0.386,54,0,1,2,0.6245,escalate
db_write,user,1,0.757,35,22,0,1,0.3669,escalate
web_search,guest,1,0.839,32,4,0,0,0.2139,allow
api_call,user,1,0.512,59,18,1,1,0.448,escalate
web_search,admin,1,0.857,36,2,0,3,0.1169,allow
file_read,developer,1,0.791,33,0,0,2,0.1735,allow
web_search,developer,2,0.768,43,22,0,2,0.2631,allow
file_read,user,1,0.591,17,13,0,1,0.2201,allow
api_call,developer,0,0.908,5,17,0,2,0.0501,allow
db_write,guest,0,0.881,44,7,0,0,0.3071,allow
file_read,user,0,0.731,20,13,0,1,0.1138,allow
file_write,developer,0,0.228,23,19,0,2,0.2461,allow
db_read,guest,2,0.53,39,19,0,0,0.5424,escalate
db_read,developer,2,0.723,4,12,0,2,0.2671,allow
db_read,user,0,0.851,26,20,0,1,0.1448,allow
db_read,developer,3,0.555,30,15,0,2,0.4273,escalate
code_exec,user,1,0.721,48,8,1,1,0.5808,escalate
file_write,developer,3,0.773,47,6,1,2,0.6271,escalate
api_call,guest,2,0.873,46,2,1,0,0.5587,escalate
file_write,guest,2,0.618,29,19,0,0,0.4114,escalate
web_search,admin,0,0.85,34,0,0,3,0.0317,allow
db_read,user,0,0.775,10,23,0,1,0.1333,allow
api_call,developer,0,0.719,20,7,0,2,0.0,allow
api_call,admin,2,0.936,24,13,0,3,0.2095,allow
web_search,user,0,0.75,34,12,0,1,0.1183,allow
file_read,user,2,0.498,37,6,0,1,0.4631,escalate
db_read,developer,0,0.856,13,12,0,2,0.0888,allow
code_exec,admin,2,0.749,23,21,0,3,0.3502,escalate
db_read,admin,0,0.719,10,6,0,3,0.0779,allow
file_read,user,0,0.444,22,19,0,1,0.1745,allow
web_search,developer,0,0.8,45,19,0,2,0.0933,allow
web_search,guest,1,0.938,14,4,0,0,0.2156,allow
code_exec,admin,0,0.756,25,3,0,3,0.1855,allow
db_read,admin,2,0.605,18,3,0,3,0.3841,escalate
web_search,user,0,0.762,20,5,0,1,0.0926,allow
db_read,user,1,0.986,55,13,1,1,0.4495,escalate
file_read,guest,2,0.838,28,2,0,0,0.3057,allow
code_exec,user,0,0.734,8,2,0,1,0.2282,allow
db_read,developer,3,0.618,5,23,0,2,0.3731,escalate
api_call,user,3,0.592,21,2,0,1,0.4233,escalate
db_write,guest,0,0.809,20,3,0,0,0.2815,allow
web_search,user,0,0.598,57,21,1,1,0.3871,escalate
web_search,admin,1,0.897,44,8,0,3,0.1223,allow
api_call,developer,2,0.922,16,21,0,2,0.2323,allow
file_read,user,1,0.872,58,15,1,1,0.4323,escalate
email_send,user,1,0.658,20,18,0,1,0.3312,allow
web_search,admin,2,0.813,51,15,1,3,0.4341,escalate
file_read,developer,0,0.779,25,11,0,2,0.0792,allow
web_search,user,2,0.926,7,5,0,1,0.2048,allow
web_search,guest,2,0.766,25,19,0,0,0.3001,allow
code_exec,guest,1,0.595,36,20,0,0,0.4193,escalate
db_read,guest,3,0.461,51,20,1,0,0.7478,deny
api_call,developer,2,0.861,10,2,0,2,0.2345,allow
file_read,admin,0,0.732,40,20,0,3,0.0803,allow
api_call,user,1,0.812,16,4,0,1,0.2043,allow
db_write,developer,1,0.662,4,6,0,2,0.2556,allow
file_read,user,0,0.368,10,4,0,1,0.2452,allow
api_call,developer,3,0.78,51,8,1,2,0.6023,escalate
api_call,developer,0,0.903,48,14,1,2,0.3227,allow
code_exec,user,2,0.712,31,20,0,1,0.4376,escalate
web_search,user,1,0.819,12,19,0,1,0.0269,allow
api_call,developer,0,0.7,20,5,0,2,0.1167,allow
api_call,guest,3,0.878,32,7,0,0,0.4177,escalate
db_write,user,3,0.823,2,19,0,1,0.4654,escalate
api_call,user,1,0.862,11,4,0,1,0.1859,allow
file_write,admin,0,0.757,20,16,0,3,0.1048,allow
api_call,user,0,0.648,23,9,0,1,0.1654,allow
file_read,developer,1,0.742,13,0,0,2,0.1499,allow
file_read,user,0,0.822,35,15,0,1,0.1206,allow
code_exec,developer,1,0.734,17,23,0,2,0.2932,allow
api_call,developer,3,0.597,10,22,0,2,0.3706,escalate
web_search,admin,1,0.794,40,20,0,3,0.1362,allow
api_call,user,3,0.603,38,0,0,1,0.4494,escalate
db_read,developer,2,0.609,14,2,0,2,0.3065,allow
db_read,developer,1,0.879,19,5,0,2,0.1775,allow
file_read,user,3,0.928,32,16,0,1,0.3444,allow
db_read,guest,1,0.559,56,21,1,0,0.5699,escalate
file_read,guest,3,0.85,54,1,1,0,0.63,escalate
email_send,guest,0,0.638,33,4,0,0,0.2624,allow
file_read,admin,0,0.728,57,10,1,3,0.3094,allow
api_call,user,3,0.375,43,9,0,1,0.5033,escalate
file_read,user,1,0.908,25,14,0,1,0.1701,allow
email_send,developer,3,0.947,25,17,0,2,0.3706,escalate
code_exec,user,3,0.933,14,16,0,1,0.4484,escalate
db_read,user,0,0.871,45,13,0,1,0.1725,allow
file_read,user,1,0.607,44,12,0,1,0.2619,allow
db_write,admin,1,0.696,54,19,1,3,0.4521,escalate
file_write,admin,1,0.6,38,1,0,3,0.2467,allow
web_search,admin,2,0.84,36,11,0,3,0.2037,allow
file_write,user,0,0.778,24,10,0,1,0.1711,allow
file_write,developer,1,0.753,41,18,0,2,0.2544,allow
file_read,guest,2,0.769,39,11,0,0,0.3379,allow
api_call,guest,0,0.612,39,3,0,0,0.2326,allow
code_exec,guest,2,0.669,13,9,0,0,0.4495,escalate
file_read,developer,1,0.583,2,11,0,2,0.1634,allow
db_write,user,3,0.71,34,6,0,1,0.5413,escalate
api_call,user,0,0.669,15,22,0,1,0.1479,allow
code_exec,guest,0,0.611,58,5,1,0,0.5695,escalate
api_call,user,1,0.851,48,7,1,1,0.4498,escalate
api_call,developer,0,0.909,59,10,1,2,0.3399,allow
code_exec,user,3,0.906,2,5,0,1,0.4338,escalate
file_read,developer,0,0.792,52,20,1,2,0.3216,allow
file_write,user,2,0.64,25,2,0,1,0.367,escalate
web_search,developer,1,0.78,5,20,0,2,0.114,allow
web_search,developer,1,0.576,34,19,0,2,0.2031,allow
api_call,user,0,0.914,52,18,1,1,0.3605,escalate
file_write,user,1,0.713,39,0,0,1,0.2924,allow
db_read,developer,1,0.889,5,23,0,2,0.1522,allow
api_call,developer,0,0.857,43,3,0,2,0.1236,allow
file_read,user,3,0.743,8,18,0,1,0.3414,allow
file_read,user,0,0.75,49,19,1,1,0.3583,escalate
db_read,admin,1,0.911,14,16,0,3,0.1295,allow
db_read,developer,1,0.609,29,21,0,2,0.2482,allow
file_read,user,0,0.674,30,18,0,1,0.1419,allow
file_write,user,3,0.578,37,23,0,1,0.599,escalate
file_write,user,1,0.901,4,13,0,1,0.1965,allow
db_read,developer,0,0.737,35,9,0,2,0.1493,allow
file_read,user,1,0.93,7,20,0,1,0.1357,allow
file_read,admin,1,0.941,26,8,0,3,0.0985,allow
db_write,user,1,0.614,32,15,0,1,0.3905,escalate
file_read,user,2,0.578,43,14,0,1,0.3494,allow
db_read,developer,0,0.887,33,15,0,2,0.1159,allow
file_write,admin,0,0.78,54,17,1,3,0.354,escalate
file_read,developer,2,0.239,24,20,0,2,0.2787,allow
file_write,user,0,0.709,50,22,1,1,0.4282,escalate
db_read,developer,3,0.699,54,22,1,2,0.6385,escalate
web_search,developer,0,0.841,59,9,1,2,0.3085,allow
web_search,user,2,0.515,1,2,0,1,0.277,allow
api_call,user,1,0.969,29,6,0,1,0.1945,allow
db_read,user,1,0.84,48,6,1,1,0.467,escalate
file_write,user,0,0.981,45,19,0,1,0.1655,allow
api_call,admin,0,0.818,38,10,0,3,0.0897,allow
web_search,user,0,0.271,38,22,0,1,0.2208,allow
file_read,admin,0,0.703,21,23,0,3,0.0544,allow
file_read,user,0,0.74,23,2,0,1,0.117,allow
file_write,developer,1,0.432,46,17,1,2,0.5269,escalate
file_read,user,1,0.449,5,11,0,1,0.2285,allow
file_write,guest,2,0.794,30,22,0,0,0.3779,escalate
db_read,user,2,0.43,40,16,0,1,0.419,escalate
api_call,guest,1,0.875,18,8,0,0,0.2283,allow
web_search,developer,1,0.783,6,4,0,2,0.1151,allow
web_search,user,1,0.809,5,17,0,1,0.1415,allow
api_call,developer,1,0.727,42,22,0,2,0.2313,allow
file_write,user,2,0.823,18,8,0,1,0.3187,allow
api_call,user,0,0.545,59,12,1,1,0.446,escalate
db_read,user,0,0.822,13,2,0,1,0.1289,allow
file_write,admin,2,0.966,55,3,1,3,0.4851,escalate
db_read,developer,0,0.833,20,17,0,2,0.1051,allow
api_call,user,3,0.39,38,19,0,1,0.492,escalate
code_exec,user,3,0.601,21,20,0,1,0.5265,escalate
api_call,guest,0,0.9,4,14,0,0,0.1167,allow
api_call,admin,0,0.836,13,19,0,3,0.0445,allow
web_search,developer,1,0.896,18,22,0,2,0.1125,allow
db_write,user,1,0.595,13,5,0,1,0.3627,escalate
file_read,developer,0,0.535,13,8,0,2,0.0,allow
web_search,guest,2,0.738,39,10,0,0,0.3291,allow
code_exec,admin,1,0.649,37,12,0,3,0.3102,allow
web_search,user,0,0.672,35,3,0,1,0.1356,allow
db_write,developer,0,0.95,38,14,0,2,0.2167,allow
api_call,user,2,0.751,40,16,0,1,0.2468,allow
file_read,developer,0,0.739,27,11,0,2,0.0905,allow
file_write,developer,2,0.952,58,5,1,2,0.5263,escalate
code_exec,developer,1,0.806,26,6,0,2,0.2938,allow
db_read,developer,1,0.71,12,16,0,2,0.1997,allow
file_write,admin,3,0.472,2,10,0,3,0.3789,escalate
file_read,guest,3,0.715,43,11,0,0,0.4387,escalate
web_search,user,1,0.894,58,12,1,1,0.4129,escalate
email_send,user,0,0.673,20,0,0,1,0.2004,allow
code_exec,admin,2,0.53,35,17,0,3,0.414,escalate
file_read,user,1,0.625,55,21,1,1,0.4972,escalate
file_write,developer,0,0.852,10,18,0,2,0.0996,allow
file_read,developer,3,0.785,8,10,0,2,0.2997,allow
web_search,user,0,0.784,40,21,0,1,0.1215,allow
file_read,user,0,0.778,46,17,1,1,0.3477,allow
